"","year","state","month","number","date"
"2531",2017,"Mato Grosso","jul",2.79,"2017-01-01"
"2532",1998,"Mato Grosso","aug",15.406,"1998-01-01"
"2533",1999,"Mato Grosso","aug",18.566,"1999-01-01"
"2534",2000,"Mato Grosso","aug",6.063,"2000-01-01"
"2535",2001,"Mato Grosso","aug",7.762,"2001-01-01"
"2536",2002,"Mato Grosso","aug",14.086,"2002-01-01"
"2537",2003,"Mato Grosso","aug",11.132,"2003-01-01"
"2538",2004,"Mato Grosso","aug",13.603,"2004-01-01"
"2539",2005,"Mato Grosso","aug",11.57,"2005-01-01"
"2540",2006,"Mato Grosso","aug",6.218,"2006-01-01"
"2541",2007,"Mato Grosso","aug",14.453,"2007-01-01"
"2542",2008,"Mato Grosso","aug",2.875,"2008-01-01"
"2543",2009,"Mato Grosso","aug",2.25,"2009-01-01"
"2544",2010,"Mato Grosso","aug",14.608,"2010-01-01"
"2545",2011,"Mato Grosso","aug",2.628,"2011-01-01"
"2546",2012,"Mato Grosso","aug",6.195,"2012-01-01"
"2547",2013,"Mato Grosso","aug",3.568,"2013-01-01"
"2548",2014,"Mato Grosso","aug",7.167,"2014-01-01"
"2549",2015,"Mato Grosso","aug",5.112,"2015-01-01"
"2550",2016,"Mato Grosso","aug",6.228,"2016-01-01"
"2551",2017,"Mato Grosso","aug",6.229,"2017-01-01"
"2552",1998,"Mato Grosso","sep",10.363,"1998-01-01"
"2553",1999,"Mato Grosso","sep",11.729,"1999-01-01"
"2554",2000,"Mato Grosso","sep",6.251,"2000-01-01"
"2555",2001,"Mato Grosso","sep",8.49,"2001-01-01"
"2556",2002,"Mato Grosso","sep",11.034,"2002-01-01"
"2557",2003,"Mato Grosso","sep",15.79,"2003-01-01"
"2558",2004,"Mato Grosso","sep",24.994,"2004-01-01"
"2559",2005,"Mato Grosso","sep",20.551,"2005-01-01"
"2560",2006,"Mato Grosso","sep",12.661,"2006-01-01"
"2561",2007,"Mato Grosso","sep",25.963,"2007-01-01"
"2562",2008,"Mato Grosso","sep",7.965,"2008-01-01"
"2563",2009,"Mato Grosso","sep",3.129,"2009-01-01"
"2564",2010,"Mato Grosso","sep",18.366,"2010-01-01"
"2565",2011,"Mato Grosso","sep",6.332,"2011-01-01"
"2566",2012,"Mato Grosso","sep",10.344,"2012-01-01"
"2567",2013,"Mato Grosso","sep",5.576,"2013-01-01"
"2568",2014,"Mato Grosso","sep",7.081,"2014-01-01"
"2569",2015,"Mato Grosso","sep",11.068,"2015-01-01"
"2570",2016,"Mato Grosso","sep",8.98,"2016-01-01"
"2571",2017,"Mato Grosso","sep",23.945,"2017-01-01"
"2572",1998,"Mato Grosso","oct",2.707,"1998-01-01"
"2573",1999,"Mato Grosso","oct",6.109,"1999-01-01"
"2574",2000,"Mato Grosso","oct",6.062,"2000-01-01"
"2575",2001,"Mato Grosso","oct",6.543,"2001-01-01"
"2576",2002,"Mato Grosso","oct",9.375,"2002-01-01"
"2577",2003,"Mato Grosso","oct",5.341,"2003-01-01"
"2578",2004,"Mato Grosso","oct",9.295,"2004-01-01"
"2579",2005,"Mato Grosso","oct",7.765,"2005-01-01"
"2580",2006,"Mato Grosso","oct",2.327,"2006-01-01"
"2581",2007,"Mato Grosso","oct",4.89,"2007-01-01"
"2582",2008,"Mato Grosso","oct",6.326,"2008-01-01"
"2583",2009,"Mato Grosso","oct",2.579,"2009-01-01"
"2584",2010,"Mato Grosso","oct",4.465,"2010-01-01"
"2585",2011,"Mato Grosso","oct",2.01,"2011-01-01"
"2586",2012,"Mato Grosso","oct",2.837,"2012-01-01"
"2587",2013,"Mato Grosso","oct",1.986,"2013-01-01"
"2588",2014,"Mato Grosso","oct",5.281,"2014-01-01"
"2589",2015,"Mato Grosso","oct",6.49,"2015-01-01"
"2590",2016,"Mato Grosso","oct",2.749,"2016-01-01"
"2591",2017,"Mato Grosso","oct",4.8,"2017-01-01"
"2592",1998,"Mato Grosso","nov",182,"1998-01-01"
"2593",1999,"Mato Grosso","nov",842,"1999-01-01"
"2594",2000,"Mato Grosso","nov",502,"2000-01-01"
"2595",2001,"Mato Grosso","nov",373,"2001-01-01"
"2596",2002,"Mato Grosso","nov",2.905,"2002-01-01"
"2597",2003,"Mato Grosso","nov",2.097,"2003-01-01"
"2598",2004,"Mato Grosso","nov",2.405,"2004-01-01"
"2599",2005,"Mato Grosso","nov",1.368,"2005-01-01"
"2600",2006,"Mato Grosso","nov",1.031,"2006-01-01"
"2601",2007,"Mato Grosso","nov",299,"2007-01-01"
"2602",2008,"Mato Grosso","nov",190,"2008-01-01"
"2603",2009,"Mato Grosso","nov",588,"2009-01-01"
"2604",2010,"Mato Grosso","nov",768,"2010-01-01"
"2605",2011,"Mato Grosso","nov",1.103,"2011-01-01"
"2606",2012,"Mato Grosso","nov",375,"2012-01-01"
"2607",2013,"Mato Grosso","nov",1.064,"2013-01-01"
"2608",2014,"Mato Grosso","nov",1.018,"2014-01-01"
"2609",2015,"Mato Grosso","nov",1.93,"2015-01-01"
"2610",2016,"Mato Grosso","nov",918,"2016-01-01"
"2611",2017,"Mato Grosso","nov",813,"2017-01-01"
"2612",1998,"Mato Grosso","dec",76,"1998-01-01"
"2613",1999,"Mato Grosso","dec",47,"1999-01-01"
"2614",2000,"Mato Grosso","dec",98,"2000-01-01"
"2615",2001,"Mato Grosso","dec",37,"2001-01-01"
"2616",2002,"Mato Grosso","dec",1.157,"2002-01-01"
"2617",2003,"Mato Grosso","dec",1.622,"2003-01-01"
"2618",2004,"Mato Grosso","dec",1.217,"2004-01-01"
"2619",2005,"Mato Grosso","dec",246,"2005-01-01"
"2620",2006,"Mato Grosso","dec",23,"2006-01-01"
"2621",2007,"Mato Grosso","dec",81,"2007-01-01"
"2622",2008,"Mato Grosso","dec",159,"2008-01-01"
"2623",2009,"Mato Grosso","dec",171,"2009-01-01"
"2624",2010,"Mato Grosso","dec",846,"2010-01-01"
"2625",2011,"Mato Grosso","dec",431,"2011-01-01"
"2626",2012,"Mato Grosso","dec",492,"2012-01-01"
"2627",2013,"Mato Grosso","dec",447,"2013-01-01"
"2628",2014,"Mato Grosso","dec",466,"2014-01-01"
"2629",2015,"Mato Grosso","dec",1.777,"2015-01-01"
"2630",2016,"Mato Grosso","dec",425,"2016-01-01"
"2631",1998,"Mato Grosso","jan",0,"1998-01-01"
"2632",1999,"Mato Grosso","jan",239,"1999-01-01"
"2633",2000,"Mato Grosso","jan",326,"2000-01-01"
"2634",2001,"Mato Grosso","jan",97,"2001-01-01"
"2635",2002,"Mato Grosso","jan",304,"2002-01-01"
"2636",2003,"Mato Grosso","jan",182,"2003-01-01"
"2637",2004,"Mato Grosso","jan",258,"2004-01-01"
"2638",2005,"Mato Grosso","jan",59,"2005-01-01"
"2639",2006,"Mato Grosso","jan",59,"2006-01-01"
"2640",2007,"Mato Grosso","jan",19,"2007-01-01"
"2641",2008,"Mato Grosso","jan",63,"2008-01-01"
"2642",2009,"Mato Grosso","jan",229,"2009-01-01"
"2643",2010,"Mato Grosso","jan",72,"2010-01-01"
"2644",2011,"Mato Grosso","jan",129,"2011-01-01"
"2645",2012,"Mato Grosso","jan",201,"2012-01-01"
"2646",2013,"Mato Grosso","jan",174,"2013-01-01"
"2647",2014,"Mato Grosso","jan",197,"2014-01-01"
"2648",2015,"Mato Grosso","jan",226,"2015-01-01"
"2649",2016,"Mato Grosso","jan",127,"2016-01-01"
"2650",2017,"Mato Grosso","jan",355,"2017-01-01"
"2651",1998,"Mato Grosso","feb",0,"1998-01-01"
"2652",1999,"Mato Grosso","feb",69,"1999-01-01"
"2653",2000,"Mato Grosso","feb",81,"2000-01-01"
"2654",2001,"Mato Grosso","feb",89,"2001-01-01"
"2655",2002,"Mato Grosso","feb",98,"2002-01-01"
"2656",2003,"Mato Grosso","feb",108,"2003-01-01"
"2657",2004,"Mato Grosso","feb",169,"2004-01-01"
"2658",2005,"Mato Grosso","feb",221,"2005-01-01"
"2659",2006,"Mato Grosso","feb",104,"2006-01-01"
"2660",2007,"Mato Grosso","feb",111,"2007-01-01"
"2661",2008,"Mato Grosso","feb",78,"2008-01-01"
"2662",2009,"Mato Grosso","feb",164,"2009-01-01"
"2663",2010,"Mato Grosso","feb",157,"2010-01-01"
"2664",2011,"Mato Grosso","feb",61,"2011-01-01"
"2665",2012,"Mato Grosso","feb",112,"2012-01-01"
"2666",2013,"Mato Grosso","feb",100,"2013-01-01"
"2667",2014,"Mato Grosso","feb",139,"2014-01-01"
"2668",2015,"Mato Grosso","feb",148,"2015-01-01"
"2669",2016,"Mato Grosso","feb",187,"2016-01-01"
"2670",2017,"Mato Grosso","feb",165,"2017-01-01"
"2671",1998,"Mato Grosso","mar",0,"1998-01-01"
"2672",1999,"Mato Grosso","mar",100,"1999-01-01"
"2673",2000,"Mato Grosso","mar",23,"2000-01-01"
"2674",2001,"Mato Grosso","mar",39,"2001-01-01"
"2675",2002,"Mato Grosso","mar",115,"2002-01-01"
"2676",2003,"Mato Grosso","mar",137,"2003-01-01"
"2677",2004,"Mato Grosso","mar",225,"2004-01-01"
"2678",2005,"Mato Grosso","mar",158,"2005-01-01"
"2679",2006,"Mato Grosso","mar",137,"2006-01-01"
"2680",2007,"Mato Grosso","mar",137,"2007-01-01"
"2681",2008,"Mato Grosso","mar",97,"2008-01-01"
"2682",2009,"Mato Grosso","mar",118,"2009-01-01"
"2683",2010,"Mato Grosso","mar",149,"2010-01-01"
"2684",2011,"Mato Grosso","mar",37,"2011-01-01"
"2685",2012,"Mato Grosso","mar",169,"2012-01-01"
"2686",2013,"Mato Grosso","mar",158,"2013-01-01"
"2687",2014,"Mato Grosso","mar",95,"2014-01-01"
"2688",2015,"Mato Grosso","mar",190,"2015-01-01"
"2689",2016,"Mato Grosso","mar",143,"2016-01-01"
"2690",2017,"Mato Grosso","mar",170,"2017-01-01"
"2691",1998,"Mato Grosso","apr",0,"1998-01-01"
"2692",1999,"Mato Grosso","apr",97,"1999-01-01"
"2693",2000,"Mato Grosso","apr",90,"2000-01-01"
"2694",2001,"Mato Grosso","apr",108,"2001-01-01"
"2695",2002,"Mato Grosso","apr",230,"2002-01-01"
"2696",2003,"Mato Grosso","apr",126,"2003-01-01"
"2697",2004,"Mato Grosso","apr",97,"2004-01-01"
"2698",2005,"Mato Grosso","apr",126,"2005-01-01"
"2699",2006,"Mato Grosso","apr",51,"2006-01-01"
"2700",2007,"Mato Grosso","apr",46,"2007-01-01"
"2701",2008,"Mato Grosso","apr",72,"2008-01-01"
"2702",2009,"Mato Grosso","apr",291,"2009-01-01"
"2703",2010,"Mato Grosso","apr",136,"2010-01-01"
"2704",2011,"Mato Grosso","apr",23,"2011-01-01"
"2705",2012,"Mato Grosso","apr",97,"2012-01-01"
"2706",2013,"Mato Grosso","apr",78,"2013-01-01"
"2707",2014,"Mato Grosso","apr",129,"2014-01-01"
"2708",2015,"Mato Grosso","apr",65,"2015-01-01"
"2709",2016,"Mato Grosso","apr",161,"2016-01-01"
"2710",2017,"Mato Grosso","apr",59,"2017-01-01"
"2711",1998,"Mato Grosso","may",0,"1998-01-01"
"2712",1999,"Mato Grosso","may",206,"1999-01-01"
"2713",2000,"Mato Grosso","may",127,"2000-01-01"
"2714",2001,"Mato Grosso","may",112,"2001-01-01"
"2715",2002,"Mato Grosso","may",88,"2002-01-01"
"2716",2003,"Mato Grosso","may",74,"2003-01-01"
"2717",2004,"Mato Grosso","may",25,"2004-01-01"
"2718",2005,"Mato Grosso","may",328,"2005-01-01"
"2719",2006,"Mato Grosso","may",99,"2006-01-01"
"2720",2007,"Mato Grosso","may",62,"2007-01-01"
"2721",2008,"Mato Grosso","may",34,"2008-01-01"
"2722",2009,"Mato Grosso","may",927,"2009-01-01"
"2723",2010,"Mato Grosso","may",105,"2010-01-01"
"2724",2011,"Mato Grosso","may",81,"2011-01-01"
"2725",2012,"Mato Grosso","may",157,"2012-01-01"
"2726",2013,"Mato Grosso","may",72,"2013-01-01"
"2727",2014,"Mato Grosso","may",70,"2014-01-01"
"2728",2015,"Mato Grosso","may",58,"2015-01-01"
"2729",2016,"Mato Grosso","may",97,"2016-01-01"
"2730",2017,"Mato Grosso","may",72,"2017-01-01"
"2731",1998,"Mato Grosso","jun",82,"1998-01-01"
"2732",1999,"Mato Grosso","jun",127,"1999-01-01"
"2733",2000,"Mato Grosso","jun",157,"2000-01-01"
"2734",2001,"Mato Grosso","jun",249,"2001-01-01"
"2735",2002,"Mato Grosso","jun",517,"2002-01-01"
"2736",2003,"Mato Grosso","jun",170,"2003-01-01"
"2737",2004,"Mato Grosso","jun",394,"2004-01-01"
"2738",2005,"Mato Grosso","jun",439,"2005-01-01"
"2739",2006,"Mato Grosso","jun",89,"2006-01-01"
"2740",2007,"Mato Grosso","jun",141,"2007-01-01"
"2741",2008,"Mato Grosso","jun",24,"2008-01-01"
"2742",2009,"Mato Grosso","jun",376,"2009-01-01"
"2743",2010,"Mato Grosso","jun",149,"2010-01-01"
"2744",2011,"Mato Grosso","jun",104,"2011-01-01"
"2745",2012,"Mato Grosso","jun",96,"2012-01-01"
"2746",2013,"Mato Grosso","jun",35,"2013-01-01"
"2747",2014,"Mato Grosso","jun",84,"2014-01-01"
"2748",2015,"Mato Grosso","jun",299,"2015-01-01"
"2749",2016,"Mato Grosso","jun",120,"2016-01-01"
"2750",2017,"Mato Grosso","jun",175,"2017-01-01"
"2751",1998,"Mato Grosso","jul",360,"1998-01-01"
"2752",1999,"Mato Grosso","jul",1.297,"1999-01-01"
"2753",2000,"Mato Grosso","jul",160,"2000-01-01"
"2754",2001,"Mato Grosso","jul",591,"2001-01-01"
"2755",2002,"Mato Grosso","jul",935,"2002-01-01"
"2756",2003,"Mato Grosso","jul",182,"2003-01-01"
"2757",2004,"Mato Grosso","jul",529,"2004-01-01"
"2758",2005,"Mato Grosso","jul",859,"2005-01-01"
"2759",2006,"Mato Grosso","jul",289,"2006-01-01"
"2760",2007,"Mato Grosso","jul",197,"2007-01-01"
"2761",2008,"Mato Grosso","jul",116,"2008-01-01"
"2762",2009,"Mato Grosso","jul",354,"2009-01-01"
"2763",2010,"Mato Grosso","jul",589,"2010-01-01"
"2764",2011,"Mato Grosso","jul",250,"2011-01-01"
"2765",2012,"Mato Grosso","jul",538,"2012-01-01"
"2766",2013,"Mato Grosso","jul",201,"2013-01-01"
"2767",2014,"Mato Grosso","jul",193,"2014-01-01"
"2768",2015,"Mato Grosso","jul",371,"2015-01-01"
"2769",2016,"Mato Grosso","jul",687,"2016-01-01"
"2770",2017,"Mato Grosso","jul",1.05,"2017-01-01"
"2771",1998,"Mato Grosso","aug",228,"1998-01-01"
"2772",1999,"Mato Grosso","aug",4.355,"1999-01-01"
"2773",2000,"Mato Grosso","aug",530,"2000-01-01"
"2774",2001,"Mato Grosso","aug",2.484,"2001-01-01"
"2775",2002,"Mato Grosso","aug",3.984,"2002-01-01"
"2776",2003,"Mato Grosso","aug",953,"2003-01-01"
"2777",2004,"Mato Grosso","aug",1.408,"2004-01-01"
"2778",2005,"Mato Grosso","aug",4.484,"2005-01-01"
"2779",2006,"Mato Grosso","aug",1.129,"2006-01-01"
"2780",2007,"Mato Grosso","aug",1.823,"2007-01-01"
"2781",2008,"Mato Grosso","aug",456,"2008-01-01"
"2782",2009,"Mato Grosso","aug",816,"2009-01-01"
"2783",2010,"Mato Grosso","aug",1.721,"2010-01-01"
"2784",2011,"Mato Grosso","aug",552,"2011-01-01"
"2785",2012,"Mato Grosso","aug",2.951,"2012-01-01"
"2786",2013,"Mato Grosso","aug",677,"2013-01-01"
"2787",2014,"Mato Grosso","aug",312,"2014-01-01"
"2788",2015,"Mato Grosso","aug",1.293,"2015-01-01"
"2789",2016,"Mato Grosso","aug",1.481,"2016-01-01"
"2790",2017,"Mato Grosso","aug",1.488,"2017-01-01"
"2791",1998,"Mato Grosso","sep",457,"1998-01-01"
"2792",1999,"Mato Grosso","sep",2.969,"1999-01-01"
"2793",2000,"Mato Grosso","sep",510,"2000-01-01"
"2794",2001,"Mato Grosso","sep",1.383,"2001-01-01"
"2795",2002,"Mato Grosso","sep",2.252,"2002-01-01"
"2796",2003,"Mato Grosso","sep",1.124,"2003-01-01"
"2797",2004,"Mato Grosso","sep",2.511,"2004-01-01"
"2798",2005,"Mato Grosso","sep",1.87,"2005-01-01"
"2799",2006,"Mato Grosso","sep",1.078,"2006-01-01"
"2800",2007,"Mato Grosso","sep",4.446,"2007-01-01"
"2801",2008,"Mato Grosso","sep",1.62,"2008-01-01"
"2802",2009,"Mato Grosso","sep",1.146,"2009-01-01"
"2803",2010,"Mato Grosso","sep",1.505,"2010-01-01"
"2804",2011,"Mato Grosso","sep",1.072,"2011-01-01"
"2805",2012,"Mato Grosso","sep",2.264,"2012-01-01"
"2806",2013,"Mato Grosso","sep",1.074,"2013-01-01"
"2807",2014,"Mato Grosso","sep",365,"2014-01-01"
"2808",2015,"Mato Grosso","sep",1.482,"2015-01-01"
"2809",2016,"Mato Grosso","sep",2.383,"2016-01-01"
"2810",2017,"Mato Grosso","sep",2.984,"2017-01-01"
"2811",1998,"Mato Grosso","oct",576,"1998-01-01"
"2812",1999,"Mato Grosso","oct",2.053,"1999-01-01"
"2813",2000,"Mato Grosso","oct",657,"2000-01-01"
"2814",2001,"Mato Grosso","oct",563,"2001-01-01"
"2815",2002,"Mato Grosso","oct",2.173,"2002-01-01"
"2816",2003,"Mato Grosso","oct",541,"2003-01-01"
"2817",2004,"Mato Grosso","oct",960,"2004-01-01"
"2818",2005,"Mato Grosso","oct",647,"2005-01-01"
"2819",2006,"Mato Grosso","oct",244,"2006-01-01"
"2820",2007,"Mato Grosso","oct",668,"2007-01-01"
"2821",2008,"Mato Grosso","oct",432,"2008-01-01"
"2822",2009,"Mato Grosso","oct",854,"2009-01-01"
"2823",2010,"Mato Grosso","oct",597,"2010-01-01"
"2824",2011,"Mato Grosso","oct",276,"2011-01-01"
"2825",2012,"Mato Grosso","oct",652,"2012-01-01"
"2826",2013,"Mato Grosso","oct",378,"2013-01-01"
"2827",2014,"Mato Grosso","oct",581,"2014-01-01"
"2828",2015,"Mato Grosso","oct",507,"2015-01-01"
"2829",2016,"Mato Grosso","oct",1.2,"2016-01-01"
"2830",2017,"Mato Grosso","oct",685,"2017-01-01"
"2831",1998,"Mato Grosso","nov",306,"1998-01-01"
"2832",1999,"Mato Grosso","nov",1.194,"1999-01-01"
"2833",2000,"Mato Grosso","nov",274,"2000-01-01"
"2834",2001,"Mato Grosso","nov",220,"2001-01-01"
"2835",2002,"Mato Grosso","nov",1.47,"2002-01-01"
"2836",2003,"Mato Grosso","nov",380,"2003-01-01"
"2837",2004,"Mato Grosso","nov",208,"2004-01-01"
"2838",2005,"Mato Grosso","nov",159,"2005-01-01"
"2839",2006,"Mato Grosso","nov",83,"2006-01-01"
"2840",2007,"Mato Grosso","nov",82,"2007-01-01"
"2841",2008,"Mato Grosso","nov",50,"2008-01-01"
"2842",2009,"Mato Grosso","nov",439,"2009-01-01"
"2843",2010,"Mato Grosso","nov",259,"2010-01-01"
"2844",2011,"Mato Grosso","nov",445,"2011-01-01"
"2845",2012,"Mato Grosso","nov",115,"2012-01-01"
"2846",2013,"Mato Grosso","nov",423,"2013-01-01"
"2847",2014,"Mato Grosso","nov",190,"2014-01-01"
"2848",2015,"Mato Grosso","nov",276,"2015-01-01"
"2849",2016,"Mato Grosso","nov",258,"2016-01-01"
"2850",2017,"Mato Grosso","nov",133,"2017-01-01"
"2851",1998,"Mato Grosso","dec",100,"1998-01-01"
"2852",1999,"Mato Grosso","dec",306,"1999-01-01"
"2853",2000,"Mato Grosso","dec",139,"2000-01-01"
"2854",2001,"Mato Grosso","dec",143,"2001-01-01"
"2855",2002,"Mato Grosso","dec",376,"2002-01-01"
"2856",2003,"Mato Grosso","dec",153,"2003-01-01"
"2857",2004,"Mato Grosso","dec",110,"2004-01-01"
"2858",2005,"Mato Grosso","dec",46,"2005-01-01"
"2859",2006,"Mato Grosso","dec",18,"2006-01-01"
"2860",2007,"Mato Grosso","dec",15,"2007-01-01"
"2861",2008,"Mato Grosso","dec",208,"2008-01-01"
"2862",2009,"Mato Grosso","dec",87,"2009-01-01"
"2863",2010,"Mato Grosso","dec",276,"2010-01-01"
"2864",2011,"Mato Grosso","dec",577,"2011-01-01"
"2865",2012,"Mato Grosso","dec",194,"2012-01-01"
"2866",2013,"Mato Grosso","dec",195,"2013-01-01"
"2867",2014,"Mato Grosso","dec",84,"2014-01-01"
"2868",2015,"Mato Grosso","dec",394,"2015-01-01"
"2869",2016,"Mato Grosso","dec",123,"2016-01-01"
"2870",1998,"Minas Gerais","jan",0,"1998-01-01"
"2871",1999,"Minas Gerais","jan",36,"1999-01-01"
"2872",2000,"Minas Gerais","jan",24,"2000-01-01"
"2873",2001,"Minas Gerais","jan",18,"2001-01-01"
"2874",2002,"Minas Gerais","jan",29,"2002-01-01"
"2875",2003,"Minas Gerais","jan",37,"2003-01-01"
"2876",2004,"Minas Gerais","jan",22,"2004-01-01"
"2877",2005,"Minas Gerais","jan",28,"2005-01-01"
"2878",2006,"Minas Gerais","jan",109,"2006-01-01"
"2879",2007,"Minas Gerais","jan",91,"2007-01-01"
"2880",2008,"Minas Gerais","jan",85,"2008-01-01"
"2881",2009,"Minas Gerais","jan",74,"2009-01-01"
"2882",2010,"Minas Gerais","jan",118,"2010-01-01"
"2883",2011,"Minas Gerais","jan",61,"2011-01-01"
"2884",2012,"Minas Gerais","jan",75,"2012-01-01"
"2885",2013,"Minas Gerais","jan",75,"2013-01-01"
"2886",2014,"Minas Gerais","jan",133,"2014-01-01"
"2887",2015,"Minas Gerais","jan",147,"2015-01-01"
"2888",2016,"Minas Gerais","jan",61,"2016-01-01"
"2889",2017,"Minas Gerais","jan",106,"2017-01-01"
"2890",1998,"Minas Gerais","feb",0,"1998-01-01"
"2891",1999,"Minas Gerais","feb",112,"1999-01-01"
"2892",2000,"Minas Gerais","feb",20,"2000-01-01"
"2893",2001,"Minas Gerais","feb",39,"2001-01-01"
"2894",2002,"Minas Gerais","feb",62,"2002-01-01"
"2895",2003,"Minas Gerais","feb",126,"2003-01-01"
"2896",2004,"Minas Gerais","feb",29,"2004-01-01"
"2897",2005,"Minas Gerais","feb",79,"2005-01-01"
"2898",2006,"Minas Gerais","feb",96,"2006-01-01"
"2899",2007,"Minas Gerais","feb",71,"2007-01-01"
"2900",2008,"Minas Gerais","feb",59,"2008-01-01"
"2901",2009,"Minas Gerais","feb",74,"2009-01-01"
"2902",2010,"Minas Gerais","feb",155,"2010-01-01"
"2903",2011,"Minas Gerais","feb",111,"2011-01-01"
"2904",2012,"Minas Gerais","feb",123,"2012-01-01"
"2905",2013,"Minas Gerais","feb",143,"2013-01-01"
"2906",2014,"Minas Gerais","feb",157,"2014-01-01"
"2907",2015,"Minas Gerais","feb",84,"2015-01-01"
"2908",2016,"Minas Gerais","feb",207,"2016-01-01"
"2909",2017,"Minas Gerais","feb",61,"2017-01-01"
"2910",1998,"Minas Gerais","mar",0,"1998-01-01"
"2911",1999,"Minas Gerais","mar",13,"1999-01-01"
"2912",2000,"Minas Gerais","mar",24,"2000-01-01"
"2913",2001,"Minas Gerais","mar",13,"2001-01-01"
"2914",2002,"Minas Gerais","mar",62,"2002-01-01"
"2915",2003,"Minas Gerais","mar",81,"2003-01-01"
"2916",2004,"Minas Gerais","mar",81,"2004-01-01"
"2917",2005,"Minas Gerais","mar",107,"2005-01-01"
"2918",2006,"Minas Gerais","mar",69,"2006-01-01"
"2919",2007,"Minas Gerais","mar",155,"2007-01-01"
"2920",2008,"Minas Gerais","mar",61,"2008-01-01"
"2921",2009,"Minas Gerais","mar",106,"2009-01-01"
"2922",2010,"Minas Gerais","mar",109,"2010-01-01"
"2923",2011,"Minas Gerais","mar",67,"2011-01-01"
"2924",2012,"Minas Gerais","mar",152,"2012-01-01"
"2925",2013,"Minas Gerais","mar",110,"2013-01-01"
"2926",2014,"Minas Gerais","mar",77,"2014-01-01"
"2927",2015,"Minas Gerais","mar",80,"2015-01-01"
"2928",2016,"Minas Gerais","mar",123,"2016-01-01"
"2929",2017,"Minas Gerais","mar",105,"2017-01-01"
"2930",1998,"Minas Gerais","apr",0,"1998-01-01"
"2931",1999,"Minas Gerais","apr",27,"1999-01-01"
"2932",2000,"Minas Gerais","apr",49,"2000-01-01"
"2933",2001,"Minas Gerais","apr",60,"2001-01-01"
"2934",2002,"Minas Gerais","apr",99,"2002-01-01"
"2935",2003,"Minas Gerais","apr",215,"2003-01-01"
"2936",2004,"Minas Gerais","apr",48,"2004-01-01"
"2937",2005,"Minas Gerais","apr",89,"2005-01-01"
"2938",2006,"Minas Gerais","apr",50,"2006-01-01"
"2939",2007,"Minas Gerais","apr",35,"2007-01-01"
"2940",2008,"Minas Gerais","apr",113,"2008-01-01"
"2941",2009,"Minas Gerais","apr",26,"2009-01-01"
"2942",2010,"Minas Gerais","apr",112,"2010-01-01"
"2943",2011,"Minas Gerais","apr",66,"2011-01-01"
"2944",2012,"Minas Gerais","apr",180,"2012-01-01"
"2945",2013,"Minas Gerais","apr",61,"2013-01-01"
"2946",2014,"Minas Gerais","apr",161,"2014-01-01"
"2947",2015,"Minas Gerais","apr",109,"2015-01-01"
"2948",2016,"Minas Gerais","apr",172,"2016-01-01"
"2949",2017,"Minas Gerais","apr",69,"2017-01-01"
"2950",1998,"Minas Gerais","may",0,"1998-01-01"
"2951",1999,"Minas Gerais","may",51,"1999-01-01"
"2952",2000,"Minas Gerais","may",67,"2000-01-01"
"2953",2001,"Minas Gerais","may",83,"2001-01-01"
"2954",2002,"Minas Gerais","may",98,"2002-01-01"
"2955",2003,"Minas Gerais","may",75,"2003-01-01"
"2956",2004,"Minas Gerais","may",79,"2004-01-01"
"2957",2005,"Minas Gerais","may",134,"2005-01-01"
"2958",2006,"Minas Gerais","may",62,"2006-01-01"
"2959",2007,"Minas Gerais","may",124,"2007-01-01"
"2960",2008,"Minas Gerais","may",50,"2008-01-01"
"2961",2009,"Minas Gerais","may",128,"2009-01-01"
"2962",2010,"Minas Gerais","may",179,"2010-01-01"
"2963",2011,"Minas Gerais","may",151,"2011-01-01"
"2964",2012,"Minas Gerais","may",144,"2012-01-01"
"2965",2013,"Minas Gerais","may",150,"2013-01-01"
"2966",2014,"Minas Gerais","may",224,"2014-01-01"
"2967",2015,"Minas Gerais","may",114,"2015-01-01"
"2968",2016,"Minas Gerais","may",186,"2016-01-01"
"2969",2017,"Minas Gerais","may",125,"2017-01-01"
"2970",1998,"Minas Gerais","jun",70,"1998-01-01"
"2971",1999,"Minas Gerais","jun",132,"1999-01-01"
"2972",2000,"Minas Gerais","jun",135,"2000-01-01"
"2973",2001,"Minas Gerais","jun",166,"2001-01-01"
"2974",2002,"Minas Gerais","jun",207,"2002-01-01"
"2975",2003,"Minas Gerais","jun",245,"2003-01-01"
"2976",2004,"Minas Gerais","jun",209,"2004-01-01"
"2977",2005,"Minas Gerais","jun",246,"2005-01-01"
"2978",2006,"Minas Gerais","jun",73,"2006-01-01"
"2979",2007,"Minas Gerais","jun",184,"2007-01-01"
"2980",2008,"Minas Gerais","jun",48,"2008-01-01"
"2981",2009,"Minas Gerais","jun",173,"2009-01-01"
"2982",2010,"Minas Gerais","jun",139,"2010-01-01"
"2983",2011,"Minas Gerais","jun",304,"2011-01-01"
"2984",2012,"Minas Gerais","jun",219,"2012-01-01"
"2985",2013,"Minas Gerais","jun",144,"2013-01-01"
"2986",2014,"Minas Gerais","jun",376,"2014-01-01"
"2987",2015,"Minas Gerais","jun",200,"2015-01-01"
"2988",2016,"Minas Gerais","jun",263,"2016-01-01"
"2989",2017,"Minas Gerais","jun",360,"2017-01-01"
"2990",1998,"Minas Gerais","jul",232,"1998-01-01"
